City,colYear,colMonth,prom_arribades
Chicago,1987,10,29.0000
Chicago,1988,5,0.0000
Chicago,1988,6,-5.0000
Chicago,1988,6,-6.0000
Chicago,1988,7,17.0000
Chicago,1988,4,-1.0000
Chicago,1988,8,2.0000
Chicago,1988,12,-24.0000
Chicago,1988,11,13.0000
Chicago,1988,8,12.0000
Chicago,1989,10,15.0000
Chicago,1989,1,-31.0000
Chicago,1989,7,13.0000
Chicago,1989,3,-1.0000
Chicago,1989,11,85.0000
Chicago,1989,11,2.0000
Chicago,1989,10,3.0000
Chicago,1989,11,90.0000
Chicago,1989,12,-6.0000
Chicago,1989,11,56.0000
Chicago,1989,3,15.0000
Chicago,1990,8,-4.0000
Chicago,1990,5,12.0000
Chicago,1990,1,17.0000
Chicago,1990,3,7.0000
Chicago,1990,9,-14.0000
Chicago,1990,10,-2.0000
Chicago,1990,4,-10.0000
Chicago,1990,2,33.0000
Chicago,1990,5,82.0000
Chicago,1990,4,8.0000
Chicago,1991,9,10.0000
Chicago,1991,2,15.0000
Chicago,1991,10,9.0000
Chicago,1991,1,-7.0000
Chicago,1991,1,-4.0000
Chicago,1991,5,16.0000
Chicago,1991,3,-5.0000
Chicago,1991,1,13.0000
Chicago,1991,8,4.0000
Chicago,1991,5,0.0000
Chicago,1991,8,-9.0000
Chicago,1991,6,-12.0000
Chicago,1991,11,47.0000
Chicago,1991,9,-12.0000
Chicago,1991,11,-6.0000
Chicago,1991,10,-14.0000
Chicago,1991,11,-10.0000
Chicago,1992,11,24.0000
Chicago,1992,1,7.0000
Chicago,1992,12,128.0000
Chicago,1992,11,41.0000
Chicago,1992,12,2.0000
Chicago,1992,4,-7.0000
Chicago,1992,5,14.0000
Chicago,1992,10,3.0000
Chicago,1992,3,-4.0000
Chicago,1992,6,-7.0000
Chicago,1992,2,14.0000
Chicago,1993,12,24.0000
Chicago,1993,2,9.0000
Chicago,1993,11,-9.0000
Chicago,1993,2,-13.0000
Chicago,1993,12,-14.0000
Chicago,1993,8,-4.0000
Chicago,1994,11,6.0000
Chicago,1994,5,-4.0000
Chicago,1994,8,-19.0000
Chicago,1994,1,4.0000
Chicago,1994,4,1.0000
Chicago,1994,7,0.0000
Chicago,1994,12,-9.0000
Chicago,1994,2,-5.0000
Chicago,1994,2,10.0000
Chicago,1994,10,20.0000
Chicago,1994,3,-7.0000
Chicago,1994,11,-8.0000
Chicago,1994,9,-6.0000
Chicago,1994,9,-3.0000
Chicago,1994,3,76.0000
Chicago,1994,10,-17.0000
Chicago,1995,11,3.0000
Chicago,1995,7,12.0000
Chicago,1995,7,84.0000
Chicago,1995,5,-3.0000
Chicago,1995,5,-2.0000
Chicago,1995,11,31.0000
Chicago,1995,5,-3.0000
Chicago,1995,9,-1.0000
Chicago,1995,10,-5.0000
Chicago,1995,7,16.0000
Chicago,1995,9,-3.0000
Chicago,1996,9,11.0000
Chicago,1996,12,21.0000
Chicago,1996,4,7.0000
Chicago,1996,9,-15.0000
Chicago,1996,5,-8.0000
Chicago,1996,4,2.0000
Chicago,1996,11,2.0000
Chicago,1996,2,22.0000
Chicago,1996,7,5.0000
Chicago,1996,7,-1.0000
Chicago,1996,1,8.0000
Chicago,1996,3,2.0000
Chicago,1996,12,33.0000
Chicago,1996,4,-13.0000
Chicago,1997,10,-10.0000
Chicago,1997,3,1.0000
Chicago,1997,1,-6.0000
Chicago,1997,6,-15.0000
Chicago,1997,3,-4.0000
Chicago,1997,6,-5.0000
Chicago,1997,1,0.0000
Chicago,1997,12,27.0000
Chicago,1997,10,0.0000
Chicago,1997,3,-11.0000
Chicago,1997,7,-9.0000
Chicago,1998,3,13.0000
Chicago,1998,4,-2.0000
Chicago,1998,7,-20.0000
Chicago,1998,10,-3.0000
Chicago,1998,8,-10.0000
Chicago,1998,5,2.0000
Chicago,1998,3,12.0000
Chicago,1998,9,15.0000
Chicago,1998,12,61.0000
Chicago,1998,8,78.0000
Chicago,1998,6,36.0000
Chicago,1998,7,51.0000
Chicago,1998,7,37.0000
Chicago,1999,1,38.0000
Chicago,1999,11,-3.0000
Chicago,1999,2,1.0000
